success,Crop,Lat,Lon,lat_hotspot,lon_hotspot,Max_Temp,AUC,MSE,Pearson_Correlation,Precision,Recall,F1,PR_AUC
True,6067,"13°17'42.8"" N","107°58'13.3"" E","13°17'21.4"" N","107°58'17.2"" E",85.54669189453125,0.5810526315789474,0.2971956107852016,0.14067811657072044,1.0,0.16,0.2758620689655173,0.6009526315789472
True,6068,"13°17'43.8"" N","107°59'43.7"" E","13°16'33.0"" N","108°00'16.6"" E",81.41238403320312,0.6607056791028566,0.3043579064143615,0.2273915424436962,0.8556149732620321,0.3225806451612903,0.46852122986822836,0.593768383961985
True,6069,"13°17'44.9"" N","108°01'14.2"" E","13°17'35.2"" N","108°01'32.1"" E",82.6622314453125,0.5435540069686411,0.3282140586136861,0.14574035666740578,0.0,0.0,0.0,0.5697540069686411
True,6070,"13°17'46.0"" N","108°02'44.7"" E","13°17'31.4"" N","108°03'03.6"" E",79.73269653320312,0.5622494285192098,0.1492544458057339,0.20622485638318713,0.9354838709677419,0.12446351931330472,0.2196969696969697,0.46089009154783867
True,6071,"13°17'47.0"" N","108°04'15.2"" E","13°16'50.7"" N","108°04'17.1"" E",78.0374755859375,0.59420344789696,0.16296237270864528,0.19773256061309694,0.5987261146496815,0.1902834008097166,0.2887864823348694,0.28602733834941146
True,6072,"13°17'48.0"" N","108°05'45.6"" E","13°17'18.0"" N","108°05'59.6"" E",76.32623291015625,0.5485714285714286,0.29535510370761164,0.1678994644886501,1.0,0.09523809523809523,0.17391304347826084,0.5722714285714284
True,6073,"13°17'49.1"" N","108°07'16.1"" E","13°16'26.6"" N","108°07'19.1"" E",73.72811889648438,0.5587649402390438,0.13352739840471803,0.24562437974058116,1.0,0.11553784860557768,0.20714285714285716,0.5809149402390438
True,6074,"13°17'50.1"" N","108°08'46.6"" E","13°17'29.7"" N","108°09'30.5"" E",75.46441650390625,0.5551257253384912,0.29614501193620757,0.1516944475239504,1.0,0.10831721470019343,0.1954624781849913,0.5781257253384914
True,6075,"13°17'51.1"" N","108°10'17.1"" E","13°16'18.9"" N","108°11'46.8"" E",75.89584350585938,0.5843029869680544,0.360568244042362,0.24810505336344743,0.9896907216494846,0.16695652173913045,0.28571428571428575,0.6039340018073681
True,6076,"13°17'52.1"" N","108°11'47.6"" E","13°16'19.9"" N","108°11'47.6"" E",75.89584350585938,0.5044041602553899,0.28987338777958493,0.13634000252631193,0.17325227963525835,0.15159574468085107,0.16170212765957448,0.09695638970086212
True,6077,"13°17'53.1"" N","108°13'18.1"" E","13°17'00.7"" N","108°14'24.9"" E",80.154052734375,0.5525210084033614,0.18504853673213104,0.20039120497955507,0.0,0.0,0.0,0.5738210084033614
True,6078,"13°17'54.1"" N","108°14'48.6"" E","13°17'54.1"" N","108°14'50.6"" E",78.88705444335938,0.5152871562809657,0.2373948962245757,0.1267039243991218,0.7777777777777778,0.04805491990846682,0.09051724137931035,0.11694156231003766
True,6079,"13°17'55.1"" N","108°16'19.1"" E","13°17'34.7"" N","108°17'47.8"" E",78.0374755859375,0.7698284357506877,0.30519571686471964,0.22342372681894587,0.7152317880794702,0.5440806045340051,0.6180257510729613,0.6771281007241858
True,6080,"13°17'56.0"" N","108°17'49.5"" E","13°16'46.2"" N","108°18'01.5"" E",78.0374755859375,0.5644329896907216,0.3357400381968716,0.13613440099816282,1.0,0.12714776632302405,0.22560975609756095,0.5897829896907216
True,6081,"13°17'57.0"" N","108°19'20.0"" E","13°17'57.0"" N","108°19'27.0"" E",73.72811889648438,0.5459558823529411,0.17952848710773833,0.21339640565700982,0.0,0.0,0.0,0.5706558823529412
True,6082,"13°17'57.9"" N","108°20'50.5"" E","13°16'35.5"" N","108°20'50.5"" E",69.7569580078125,0.5674418604651162,0.13385550852358186,0.26818361657203055,1.0,0.1325581395348837,0.23408624229979466,0.5860418604651164
